gene,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
SPOCD1,0.0015471189551441587,0.0011040330010459248,-0.04042025461593516,0.032486845880655923,-0.009726857101164011,0.0038366465095838855,0.016061674975925054,0.016531982995607968,0.03677950172852814,0.0052797184358068265
PDZK1IP1,0.0012701233699964445,0.0028284533376347364,-0.049529275412984075,0.03686816592483364,-0.0052961400623249754,-0.0010131275513032582,0.0063889816607303924,-0.0030449547722112146,0.005158272295844835,7.696623101974405e-4
NT5C,0.0031511226780214893,-1.3009820681764768e-4,0.03257901539037179,0.03973616573690015,-0.0035126232700798737,0.008037407152497811,-0.004429187890306204,0.001203050297558751,-0.018525937507153936,0.01527363341115512
FBXO21,-0.007452747813082836,0.0017772554506850274,-0.0037915485630428576,-0.013185268756829844,-0.010786308899151532,-0.00551854552891938,-0.00194567184126352,-0.02969004697092467,-0.016528794437704948,0.0013924748064538359
ERP44,0.01723004552067426,-0.013742034367323804,0.022425739143379492,0.02505875534430068,-0.014983646923462952,-0.00984775691475207,-0.01772738147058333,0.006719159468711693,0.01628946573662094,-0.003904556399067021
EVI2B,0.018316903345302116,0.013585878629481693,0.018576170746067936,0.004977142517148276,-0.04961582431355122,2.3560833043310278e-4,0.006571637973298511,0.04479762015199431,-0.023355227955041722,0.01891226750330731
YWHAB,0.006779372264607526,-0.026266588425078313,0.022997265233063485,0.0036989964900869766,-0.037872046709968146,0.02680533579652664,-0.02755179784155629,0.007810166429394632,-1.6376089693754804e-4,0.00825801910589707
SMARCC2,-0.0011440755931913808,-0.007454311237927809,0.00566445388122388,4.246379430723711e-4,0.002376587229081227,0.01865603996014748,-0.0034676211058447854,0.01478015762493664,-0.004334969998424446,-0.012838638431667866
AHSA1,-0.007400668576312923,-0.025334312683441357,0.0077509121749913,0.015969483254990428,-0.012538645594252102,0.011266803578104459,0.010148911526728982,-0.016978111649034636,-0.04355450826153534,-0.009902179936672672
GFI1B,0.010211030736302765,-0.0025689708907982098,-0.038675435927695984,0.0349779574444417,-0.023874495152191,-0.031764283885723686,0.013886278472990505,0.005355253333340533,0.041509093165860746,0.005400025256916726
CTC-260E6.6,-7.040385637296734e-4,0.002154208721931792,0.0018855268542173468,0.002309203539422207,-0.0013269158673418152,9.694447003663675e-4,-5.306469797492408e-4,0.005081311749655367,-2.0791432731841544e-4,3.1315751667693015e-5
CHI3L2,-0.010324107162163117,0.006160034517105394,0.024315609364363014,0.028393449551294626,0.0018336809707571308,0.013641852204195089,0.005657272313186161,0.03926022808772601,-0.03315801939021709,-0.03219925743124294
EXOSC8,-0.008681338633511625,-0.01114063117200763,0.007134805446855848,-0.0022642729735182074,-0.026628072876053944,0.010759129231879615,0.026408968546097318,0.007137539052389338,-0.02780567452165234,-0.004979738546532886
ERGIC3,0.012285649063981486,0.002959684540547165,0.00832209458975476,-0.008078491633562921,-0.02071724161791622,0.035318971908761404,0.005148169538191724,0.0040655889255772175,0.001065397513420359,0.037798261871305264
WDR45,0.006113274372151586,-0.018494977841720165,0.007142176572425517,0.017779295828128417,-0.0014024132067037482,0.0014622943589776645,-0.00160779194817775,0.016152168314899278,-0.0023896801179944436,0.02661579930079999
HMGB2,0.01904195540283199,-0.015279414048338328,-0.007602768928094303,-0.015429265167247078,-0.009163696258714845,0.06227832652704737,-0.016289626368120258,0.061762435217837225,-0.030678838801179116,0.024349274030915437
PINK1,0.017098052862041097,-0.009792137654079991,0.0013070292035133617,0.0019378349275684717,-0.007455546083836088,-0.01622992760666326,-0.003090788427264292,-0.007722888186732747,0.026689103689920474,0.022409756920839498
CEPT1,-0.0027322298432146965,0.011368810808098127,0.02086818020706279,0.022678814570815643,-0.021259612448515743,0.012311842579295065,0.002315037668731124,0.015512478521237775,-0.009374816668778629,-0.005422826245858647
GSTP1,0.09010148594371344,-0.017394139378552116,0.005564344949843821,-0.010924086447572395,0.07000527134874057,0.0809977986554388,0.029825528875498688,-0.0024915670697948965,-0.004981928747982352,0.007118298154390889
ICOSLG,0.0045073905827156535,0.018964767191799504,0.014215590064810978,0.012816627829115761,0.005989584853587138,0.007619658274643703,-0.01260643369070551,0.02484021640741637,-0.004310375232033923,0.0055502329446418435
SETD1B,6.178725325740404e-4,0.0023703343453215066,0.005545562918254362,0.004157954799626354,-0.005640441875815582,-0.011230056364428424,0.01271864895971505,-0.0027863816847999608,0.010230479990593828,-0.037264888467912295
SAAL1,-0.0036033000323304337,-0.0015692367571175563,0.004121090578184473,6.162257151249134e-4,-0.015423993471663441,0.030837174270313218,0.003654597694463445,-0.0026091072050788916,-0.039467165058609886,0.013154365659458933
CGRRF1,-0.006727135931940793,-0.0028170735942521863,-0.0029879237456048547,0.0018877683724514945,-0.01426453279385345,-0.0027387741467960426,0.027530929675268177,0.0021971292185389356,0.03897265772101502,-0.0014673033814657534
PCNA,-0.007274497398369237,-0.022431237788523174,0.0075130646340105965,0.009312302776337931,-0.0138122464044494,0.015781032920733032,-0.007726855891077535,6.736517731849633e-4,-0.10522034159048317,-0.0358560556411462
SENP2,0.002011415329130703,0.0037736462242622766,0.005147885805892506,0.0025250739627463875,-4.4451717998038315e-4,-0.00362955888347571,-0.012535159267910451,0.007413561559331119,0.028395610135060454,0.012780307040912353
ISG15,0.05941766749959096,-0.03185938683825609,0.014183500189090807,-0.004640608949208582,-0.0205128911406902,0.002536336663525284,0.013449360075805716,0.049460687905946855,0.027604353510317325,-0.1756878474539361
PITPNM1,0.011998407177443916,-0.008660382449235272,0.001762786951228189,-0.0013121449736028035,-0.021778616712699747,-0.023134397182820347,-0.033052059325179725,-0.004588935963762291,-0.006833250917088601,0.007175522464889025
CTA-217C2.1,0.015098148109734333,0.001621133165293068,9.661757883200241e-4,-0.006973467499479004,-0.0022243030900263214,0.002608849456630068,0.010144761139325156,-0.02028168638131572,-0.004147560567156973,-0.033459018817049116
FCGR1A,0.04913980698202228,0.01037269359781431,-0.008047504115269829,-0.028892399257065132,0.04639630829043829,0.04958359999524081,0.00478898039092056,0.04140587537265323,-0.004436480983655861,-0.008397836093835776
S100A11,0.09856567923503037,-0.039553420030679125,-0.008900034774245901,-0.04327781653585662,-0.020610703421338354,-0.005782993643798642,-0.03471251406576815,0.02102069918873377,0.01422215659838296,0.01542761483581592
GIMAP4,-0.0059335838893282405,-0.05329263440814271,-0.02026927398421361,-0.04965652636328496,-0.0531268539237177,0.017848281525371094,0.004258115674259593,0.014090241975395202,0.0570820723624681,-0.07971137966381929
MLTK,0.01837770661526351,-5.962987075580089e-4,8.788127767669912e-4,-9.991580791230163e-4,-0.008697491938579612,0.008698103267401117,-4.293451939686714e-4,-0.027633104589165132,0.005789394241147076,0.006426323826748332
GNS,0.026160268063895275,-0.008090903118073483,0.00890789715932692,0.006567669496886459,-0.017190104303974323,-0.0275843996623978,0.0260062785021669,-0.009786948076664114,0.015731183477487785,0.023605977123773502
CTC-378H22.1,0.008899230174662917,0.005357154342238961,0.014824673261345999,0.01299481633416364,-0.007227528140092912,-0.028485361500176665,0.0030079837485867955,0.0035235857636297403,0.025349093754440426,0.011259665117250028
PRR5,-0.009807766660065031,-0.040135519594173656,0.004881036444611017,0.004191220440821414,-0.004544152026096996,0.004104875383041555,-0.06420384039032108,0.01648376694880527,0.0191116757272778,0.039032107865568724
DHX8,-0.0019124596961605143,0.0023546792742798243,0.004131896256497591,-0.002473591770428216,-0.008715703450174134,-0.00374388176678981,0.011003393326102099,-8.013299055559542e-4,0.005622154319183901,-0.009668346262979594
ATXN10,0.0054689668994248675,-0.018405677152524242,0.01366292707012108,0.012061197972902988,-0.023608157820924753,0.017409348635256307,-6.799499488229237e-4,-0.0015058830625384824,-0.0019383809980478698,0.006230826277179682
ATP5SL,0.0018249127768440363,-0.007319967967504215,0.010130247274850297,0.005396212381767055,-0.00156537524808922,0.017107451504748617,0.02079346149801225,-0.0028831298576552015,0.021695922922196416,-6.166121875719414e-4
TCP1,-0.005928891322023795,-0.015015728854545636,0.009063436366029161,0.010823792161941284,-0.03180006822222147,0.0034124766980881288,-0.01093147814427528,0.024090804165663615,-0.03469399524294795,0.03237018350218338
EFHD2,0.04633519061519317,-0.05961391725042886,0.021780177470423944,0.02307136533336751,0.033839607664930965,9.810183443728843e-4,0.03049014451372042,-0.015014465764286689,-0.004749259092557712,-0.009550002913991943
APOBEC3G,-0.007740249056820774,-0.07560719341167439,0.03875631022472276,0.047227110733830624,0.011988145901814694,-0.005775627140161105,-0.07395079620124206,-0.007169108714071711,-0.009547590688260265,-0.01809351753354322
RELT,0.03047106781387335,3.254901659172035e-4,0.013972523821056812,0.019686842272112395,-0.03286793700406964,-0.04066040647599862,-0.004284758474022097,-0.009977724561939762,-0.0043061003000822206,-0.04386476555979978
ADAL,-0.006297713093575487,-0.004899084440615805,0.003398945465346123,-7.896234235059725e-4,-0.014144184115202048,0.002065643522711916,0.021493515937593077,0.0062002248569651836,-0.014771209092776336,0.0348002788916318
SMARCA4,0.01010758196542376,-0.014774735084571824,0.0024585277617706243,-9.964746357121034e-4,-0.01768782705344416,0.017311282475820665,-0.029280203309576286,-6.967867985621073e-4,0.010633157663860512,-0.013182010781804487
CTC-444N24.11,-0.0011677601059027285,-0.004039755392015335,0.004020858148627286,0.004093343611247369,0.0037136948910338075,0.004238258578431725,-0.01090372992260794,-0.00682102541492648,0.008585996417718423,-2.7974596381778163e-4
RP11-390E23.6,0.0032599566133509612,1.6134998482190846e-4,-0.004135716856832565,-0.005135080452882052,-0.005433014998893501,0.023336857732917767,0.013136534009487515,0.007086897597191245,0.016430279282095728,0.03303419173029579
C16orf58,-0.0037356797589934492,-0.0024683252323252965,-0.004472687626416323,0.0036277568249048287,-0.00819808104276886,0.0019227742866767075,0.0051400517719093165,-0.01625412915319027,0.01058054613011729,-0.006873690926928306
STK11IP,0.009794611424485289,-0.007112274456559306,0.006316990784757511,0.003219023025492614,-0.01398042154117117,0.005056945809266446,-0.00253952442071817,-0.04496358709128615,-0.0022133263731768313,-0.0076945360622351355
ATG4C,-0.00394914821884064,0.007933614109603818,0.010966103529159383,0.005829191742162628,-0.013368824256674126,0.023594755844179593,-0.004901513247540626,0.018688440051347947,-0.0034940546848361486,0.010931917209547106
DAGLB,0.007772003841230905,0.0037822824043513576,6.035895148252153e-4,-0.003936477078850377,0.009607987480879786,-6.103080195205486e-4,4.7961630661052027e-4,0.0015631248296990173,0.0039446598220143425,0.009100008393265012
BTN3A2,-0.013450522613182362,-0.03467960257311329,0.007094095008871179,0.01189991739453574,-0.005396112628795296,-0.002532747620072257,-4.510977819873665e-4,0.0404157510268564,0.0381901896118757,-0.03172113109585318
LIG1,-0.006279593544662053,-0.009358714357974588,8.39838313040929e-4,0.008971854695737032,-0.010270475233644251,0.009650738065144594,-0.0038781313154768573,0.02168234138843099,-0.03845683025850731,-0.03596575425926591
DENND5A,0.017003841437912462,-6.78204175238351e-5,0.0034589356228547636,-0.0018390760934399366,2.4413355088273868e-4,0.015360160584732205,0.02038260620632652,-0.0027595621122592073,0.008438941969567071,0.03354019599253866
PRR12,0.0017146864028860687,-4.8473796296321297e-4,0.0037511984103575638,0.001732270814016429,-2.2794473847022366e-4,0.004348185545198699,3.7220890323012254e-4,0.0027728896593411895,0.011552751302414448,-0.004466924718768155
KLHL6,0.007752829977572145,0.0031437502839005193,-0.004480604961545335,0.006634973051416774,-0.020167538276464947,0.023776362719078188,0.034637402386738333,3.025885396715338e-4,0.0036175938543646347,0.052680430227704175
ASGR1,0.06449696486832167,0.011045012547750517,-0.012075969305910733,-0.03186576512293711,0.0544313406300997,0.060524783771887546,0.02059836506941046,0.04759121345055778,0.004072277686261438,0.004856915756518666
ZNF467,0.03564446636990084,0.00546140325945986,3.078970809021969e-4,-0.015824852043465003,0.01668702891148075,0.0477302262185584,0.02265747423090172,-0.030879484424818093,0.016380902066801727,-0.006267102254194244
TMEM141,0.012340889941449143,-0.022073708482943395,0.008218792492749084,0.006258522573105276,-0.009587934839143279,-5.52815999848466e-4,0.04274031335488789,-0.002373398166536044,-0.04357040387009513,0.01974477984594605
DNAJA2,3.1956964906572707e-4,-0.015848717585332885,5.517739370053711e-4,-0.009664725645807268,-0.025647277351726932,0.005362449114556134,-0.0059364564430571245,-0.0014947055919240736,-0.0028016868876227165,-0.0020073425329370366
MRPL12,0.011616906225203354,-0.0060044523998613,0.013218507736328995,0.002973092929915596,-0.017875416475275543,0.02128073525594856,-0.01575834847507906,-0.01504534520366981,-0.01122364850902958,0.01268027800374051
RILPL2,0.034147697302706066,-0.007232886197516371,-0.009812338058043612,-0.010986779332593288,-0.029582613748571424,0.018663922255026406,-0.009488031910903671,0.025534449684560152,0.02967134905613316,0.006217891029957358
PSAP,0.10025684509671107,-0.012878400451719384,0.004564395658692333,-0.005291841081519007,-0.004702048618744225,-0.020005174986465514,0.00899861993987075,0.0021107655884784614,-0.004816373346210569,0.02362248201849583
LINC00936,0.05772291436282301,0.01568068427872314,-8.86873407305602e-4,-0.02242283421988511,-4.925471533074644e-4,0.015271594880860762,-0.01384209517265032,0.03090837208982423,0.02075711508164806,0.0248034721438175
LDOC1L,2.850044131614094e-5,-0.005724129784734958,0.001286652166261215,-4.116275794576122e-4,-0.006921999447330799,-0.008276251320494036,8.617730136671934e-4,0.006154863111555423,-0.010775517398688003,0.005338405330268961
SRGN,0.07060958122510669,-0.0963667126072365,-0.017797903069912854,0.02761262401328698,0.019651267848422284,0.020560345866460966,-0.03120785153671897,0.00308310113139741,-0.009624259900702219,-0.010098233536108671
RPL39L,-0.004118288286830471,-0.012024025997553192,0.00839983225587558,0.009138722020712715,-0.003692839939180889,0.0027817857181831047,-0.013067053608565167,0.02239578216816155,-0.010336663281933356,-0.022071972838595546
AP4S1,-6.532382416542406e-4,-0.007053367948265029,0.006169110142479969,0.007178799979374466,0.0021702275720355203,0.004045207286471228,0.004086877304052818,-0.004525402145425829,0.005685336459644104,0.0018245376185705067
TMEM91,0.01767218341909442,0.0014170793365823966,-0.05964270127652252,0.02189096379218966,0.01795606739081165,0.034873558611750136,0.016514184807239263,0.016330952370257862,0.009674986095903747,0.042446489009940115
KLRB1,-0.015723817660565746,-0.05352340720748415,0.00418126419591381,0.0032347183592975094,0.022988599787290703,0.0046290716841311036,-0.04089262603769961,0.020878122520360556,0.07118709102960608,0.05222126161510626
IL4I1,0.0021838271346553265,-0.0025359340317208058,0.003486735911355552,0.0011255927906799854,-0.008630785312228263,0.010243633226000049,-0.028597000455000594,-0.00843203999856511,0.028078063346180068,0.017391121895469725
STRA13,0.003493719359839719,-0.008983915181925841,0.002256923771263161,0.009429966017519791,-0.004606991821092911,0.025071030655005763,-0.010544483519515938,-0.018929542061392277,-0.02467340345592043,-0.012981681049694249
BLNK,-0.005683565355625536,0.058107900931040075,0.05587451782176722,0.06755666236323768,0.0012338824432114573,0.02736306495852052,-0.0015332574549984095,-0.0031757295196160017,-0.017719804688906955,0.004718237378603226
ZNF559,-0.005723452270690589,-0.005287118405317235,0.003748227316843024,0.0024527301649837786,-0.003964547248873714,0.008616628569788318,0.005666043691214322,0.00603876667317824,0.004802901457573314,-0.027250610124864082
TGFB1,0.02900532871475117,-0.03178357949453916,-0.02022701462581089,0.016989087300352826,-0.001288084902460734,0.01272201600286783,-0.02117633986668191,0.008050844150814043,0.002483318235257749,0.016169696778356377
C5AR1,0.06394167338024596,-0.003950002581113082,-0.008736929799914363,-0.01387255407439321,-0.006210417953959854,-0.07709078173344201,-0.007721906134025238,0.03734889986910698,-0.013630572427776924,0.04047809094458445
CD82,-0.011845024638758094,0.020348632262618713,0.007916392998595692,0.027821383572862332,-0.028343835923882,0.030791854136063456,-0.017876418486929443,0.06008955553762745,-0.008715684806616046,0.024774180382554925
TMEM194A,-0.0013800850602115932,-0.003866417817846535,0.0012351875483806764,-0.0010820809101409934,-0.003102448381404753,0.005136580375440703,0.00195745255950481,0.015734623378674466,-0.011002645424358906,0.005231736354651974
NUDT16L1,-0.010074242296304709,-0.01188907059411827,0.002369287958557714,-0.002484101102669538,-0.019103031806925623,0.01157187549299845,-0.004842036114542807,-0.015928767470216865,-0.009608957670123246,0.030410026970539433
AC113189.5,-0.004052286321143247,0.00861298309541914,0.003600405547257611,0.013002211914739648,-7.16012138481269e-4,0.01803151061324343,-0.014413453524843096,0.020790323932815574,-0.014115156410399577,0.012082338793251738
HSP90AA1,-0.008020049085175188,-0.04133069896623224,0.019028422712610262,0.014397769948819542,-0.0532326458351712,0.03171906351162007,-0.02163850213309997,6.384081777919844e-4,0.009474269706221172,0.03760240552426632
ERCC6L2,-0.004897040308125687,-0.0016336400465577366,0.001780533728757384,1.768639098279695e-5,-0.017070386655211836,4.742898066444678e-4,0.009098926391268369,0.015226363390521962,0.008154012083048674,0.01609584289534973
CLIC3,-0.013380737423905874,-0.10248614542002837,0.03394359518577779,0.05774047642628651,0.0773463616807319,-0.002592802575526073,0.09098794489153807,-0.00285758568025273,0.0052155750497808444,0.004451446843193155
CTSZ,0.061117731910980355,0.008488577687480273,0.007332379429631258,0.009398323009149452,-0.0027488378264963528,0.022739529668624258,-0.005166258083369164,-0.026911331248992133,0.006904876682425721,0.004512813154124549
UBAC2,-0.006007775855991071,-0.010650073246812691,-0.03486370547858804,0.010471188896726602,-0.03529597954702173,0.01721422098214282,0.024040034138259773,0.02089407695139294,0.024595236794629275,-0.005034915697634147
ARL6IP5,-0.008575752636675036,-0.04181536405858432,-0.004364799465549288,0.009437101670501933,-0.052201059960077664,0.009207397530329365,-0.01533949231248204,0.02026462008072964,-0.020311734870131257,-0.018462238083118216
CRIP2,-0.017416978197514546,3.8323536305745227e-4,-0.011619225653214452,-0.026445968783750697,-0.04869352909668855,0.02688356752479704,-0.007342244430575269,0.029961528270873033,0.002670679224261986,0.03433529950487227
MDS2,-0.01170814888552848,0.005974056959083303,-0.004650107708986863,-0.010989012593813463,-0.013708921662955178,-0.005741269612669377,0.04025498904239936,-0.005348700179690773,-0.03330407064248086,-0.008930803805699269
MS4A1,-0.017099544127200557,0.11149917448683187,0.09917761261001935,0.12228574781674036,0.016409651586245612,-5.004945696068576e-5,-0.027319921087703907,0.06275490734385995,-0.013244752507797112,0.02201849688995508
CCDC12,0.003729652281825107,-0.01796045831748881,0.024470852962570434,0.022312485488641096,-0.02136126441236328,-0.020848597833267302,0.010598574656797574,-0.009143321319618829,0.0011829366344141851,0.03559101711352853
CIDEB,0.009128280062541128,-0.008194270287023008,0.0035084562912357886,0.001167136065654175,-0.0010887622558029433,0.012238622400903922,-0.021730655400698556,-0.029708033194467427,0.017133639214793533,0.015646634920383012
SGK1,0.029824407525119553,0.005223608875290551,0.001830962833147557,-0.011290243203376859,0.003425180344348844,0.023169094045653572,0.005756056325642696,-0.00946850601187996,-0.002215550946091002,0.03102938656555193
CAPZA2,0.024672798883903585,-0.016048433804209745,-0.005185852247102963,0.023094099523629508,-0.044562012088428506,-0.012874769361404798,0.01998931313424423,2.1537891324498396e-4,0.02469240763483046,2.4753977192767024e-4
STT3A,-0.0016027227851102266,0.0029075553454195463,0.0025335520318095664,-0.003380700008900234,-0.005411532035527531,0.015687808038070586,-0.010480370535819813,-3.64921019844509e-4,-0.027211886663121115,0.01120552946169371
MAFF,0.007257686301720683,-0.00987142817723845,0.0010501225054949475,8.310784243473136e-4,0.013297513704392786,0.02507764028683268,0.008242520346221152,0.003163416643305537,0.033087410361158344,0.001684484865819906
ACTN4,0.010410551600391707,-0.02263536428989551,0.005776188475884927,0.01405071529916406,0.007912666754126396,0.012024298989999701,-0.03379842305894651,0.010275936103499214,-0.013222112853048971,0.007212510708395449
MRPL47,0.009014248296515981,-0.01825890135861898,0.012753541904058991,0.005408327715173932,-0.011475104669252549,0.011028594337278434,-0.00806621615609627,0.020292871907469822,0.011189752112549002,0.03604160134575123
AL928742.12,-4.1675626345887397e-4,0.0032434564879541975,0.003573653577747707,0.004907789473287676,-9.115261623762252e-4,0.0017298661962891703,-0.004345480770066095,0.004598394157455332,-0.009267468125534318,-0.004387889884855313
PGM2,0.0021696853964116468,-0.0057344208274659565,0.007641787839388791,0.005062140966422981,-0.020289779991872883,0.010130272529603824,0.022350461002152815,-0.025205267548815278,-0.015461545157394133,9.42046644759022e-4
NOG,-0.007046383426116652,0.0057397289709136354,-0.00781441271140613,-0.014916568520508763,-0.010787972120445884,-0.002060206404354132,0.04926886736397513,-0.025771661617519363,-0.0126522821965877,0.006006190140982738
C12orf45,-0.00405640398631284,-0.002674587097932372,0.002564592884317316,-0.0033213202297914654,-0.008057905159902918,0.01772232345541817,0.041594261908361276,-0.04537835694771979,-0.021759946735734424,-0.005487378767751954
CTSW,-0.04046285058791414,-0.1338789257994235,0.02408566730641215,0.038530944551420206,0.0801643428192872,0.005203357914980298,-0.04359673503950478,-0.02117665575217909,0.06114923415583503,0.010176944898535266
ENKUR,0.0033003593312120475,3.702319845531427e-4,-0.044967534588354376,0.03735824790917432,-0.015677358489170904,-0.005594074167731725,0.01075532583486836,0.009662822784931331,0.030279416901531426,0.008248864615935731
RP5-827C21.4,8.39065707378028e-4,0.003531258728527921,0.001196954888075794,-0.003694349523532875,-0.002287397388004098,0.001060482155388163,0.006317388804365223,0.035288486254297174,0.012550852323527352,-0.015616050950733892
HGD,0.0013575059935412863,0.0035173728862246166,-0.06667162387334127,0.047663227427568206,-0.0024726266245118805,0.003465388518029092,-0.002525654161175658,0.0035130628156109897,-0.00471393613389678,-0.004035910055452712
DNAJB14,-0.007962115722896535,-0.018928998072130426,0.001547922634096197,0.0020186785696602915,-0.011735168860764297,0.007108604910529416,-0.00281070383094163,0.003979852394586805,0.031574256547839664,-0.005155045985986533
ZNF195,-0.0041206995767552055,-0.009678766725770142,0.008556026241554559,0.005168197227533525,-0.0018724073256714566,0.010308059454790137,0.00860344467310277,-2.213788650950818e-4,-0.00913972843280515,0.02504172931766061
SMPDL3A,0.028074641062544876,-0.007690749133036201,0.008519399588119616,0.0048866316151974735,-0.03999562256248189,-0.060406715374502366,-0.0074698974495110435,0.01415186754365692,-0.042042495458584045,0.04093452957535995
JUND,0.03197379885905217,0.012573913632979208,-0.004926477601157664,-0.01925834636044667,0.04538682541843774,0.011252103130256505,-0.01716611665941991,0.02710178981558711,0.0035093011135910773,-0.0035239489600023344
RP11-706O15.1,-0.006476203273735419,-0.001390857210481026,-7.66083049480951e-5,-0.0034228500753945706,-0.011127522571992964,0.004874043535117363,0.015563407582011989,0.014520486924097737,0.0068312144846171974,0.009479572037929783
ST20,3.5278772464183137e-4,-0.009529057297406867,0.0059905153750061885,0.005547356039567293,0.007733791695885615,0.008211315865265925,-0.014610641972171658,0.012081281958766406,0.009013145409641687,0.039532110766615496
SPTSSB,-0.004151271587695603,-0.011446225437808644,0.0056645154952576675,0.007677542166333667,0.008733773604663785,0.005476959972188472,-0.00412855972567938,0.013785379889785052,0.05262606322014389,0.025434952853291077
TK1,-3.9791374554501283e-4,-0.014320706814380815,0.004724742095667043,0.0057022146472444565,-6.138217690862753e-5,0.022331149502284698,-0.023366284818765286,0.005345898346488368,-0.053460630188784046,0.0034551329489118294
TAOK2,-0.0014830147065998704,-0.0032126023221300455,0.002354317396645134,-7.344802316186254e-5,-0.0026534275679696395,0.004971248799264695,-0.009499101729989695,-0.007448253568082982,-0.010191370511178062,0.009437882475437212
GFER,0.005127871807377574,-0.011883460952269517,0.006667041893015385,0.004628954227605876,-0.014004297069246257,-0.0012673408892560245,-0.0010137945926724356,0.013649590843304499,-0.004428239588392241,-0.02581840839581523
PFDN2,0.016204774102256708,-0.0028288471918633137,0.007580621472105605,0.0035142638184874754,-0.024352241096968975,0.012728515746216609,0.0011350783172213838,-0.013319749324248752,0.010607939060766933,-0.007116760540266875
USP19,3.343185599698664e-4,-0.012705262771790522,0.0032147531790042002,0.0017528278797840713,0.004332572781209987,-0.00507659737270832,-0.01498328939207078,-0.026281307117420286,0.005022495240407961,0.010365092158965515
PHF12,-0.003424615924953815,-0.0041656684557776005,0.0010011469415580818,-0.0033068224609921234,-0.004141041628858503,0.015525640511329791,0.014284910125921512,0.01245299568625829,0.006103282919524279,-0.001626464686014213
CDK19,0.006546056027353974,-0.002383830774022976,1.7290624797630024e-5,-0.004565537034924772,-0.002182601475652922,0.0035725587322764036,-0.013491910401934286,-0.01889163103080267,-0.01867625292137881,-0.019422959767932433
ORAI1,-0.005669122005122229,-0.02729318196150723,-0.005282605324402178,0.004503627842267167,-0.015477836202746334,0.0252472329778147,-0.04144451942939734,-0.00925209380550213,0.02652901910233707,0.010491288087415085
URGCP,-0.009217190312083394,1.9492218994700887e-4,0.0025913365520739387,9.750402909769565e-4,-0.0018766992782582592,-9.526864132584324e-4,0.0274949290745534,-0.009329345063971303,0.003906769517900972,3.1679402996404694e-4
TYW5,0.0035738515578876413,-0.007973586035097726,0.011319949334318478,0.012412980343094732,-0.004319846122708011,0.00526154948773391,0.004648890237233329,0.0034930712428156113,-0.05080111190148102,-0.04347490689692157
DENND6A,0.001163873780206619,-0.006584896007930001,-0.001254793501182969,-0.005099445452401181,4.811901518851266e-4,-0.006804848690861416,0.03162190750420013,-0.01120473097681789,-0.005273368733616645,-0.007033401679484315
METTL8,-0.005178783447192457,0.004239423164549391,0.009021063711297309,0.008737471631270673,-0.008552505614622128,0.012528969925369329,-0.005655254895387902,0.024399794830333436,0.01133283989790817,-0.013220364026436367
KRT7,0.013122315685681944,-0.0013758543775115287,8.128338213608191e-4,-0.003513665690042527,-0.0010161459692171128,0.014931516247385968,-6.668114120336597e-4,0.008278806981894218,-0.003238941181728551,-0.016968884188777022
MVD,-0.001846845539530161,-0.023459418611168407,0.016439553342830867,0.019259754606221004,0.0064590382165561535,0.009967953061210932,0.021645147330148943,-0.0014953516332518058,-0.023563869124052932,-0.014413974595755785
PPIG,-0.006202814987246217,-0.0014755769314094105,0.010649771064647505,0.002964862912592254,-0.02238248017338608,0.013666550035668244,0.01587460528480195,0.042016609635732026,-0.011655629291013478,0.0020057343992836113
TYMP,0.11495270385919533,-0.0038087078164007466,6.393200436747736e-4,-0.020122562028855265,0.012542911695076727,1.2317575731212e-4,0.0026951728454101508,0.0034207011700630955,0.0018339519906904347,-0.027084128331724817
GZMA,-0.02997267008663822,-0.14703529210633617,0.03266142142479947,0.05612372790546412,0.09836783827705614,-0.0010724864995119083,-0.09669022584417149,-0.002892741372736687,0.025464907642784824,-0.01297092041219537
PTPRN2,-0.004972380146508546,-0.003239014085764333,0.009228159793537406,0.008060904940812219,5.11024590914177e-4,0.012837375169239208,0.0013529213671137,0.024489080503407246,-0.014811621689488512,-0.03154589367159525
FGL2,0.07058340645195635,-0.008608780169627916,0.006318655936059928,-2.8324553866288595e-4,-0.02015780098218214,-0.020708621974142503,0.0020799062179845994,-0.01101443788747011,0.03329142736163432,-0.04072628713765895
DNMT3A,-0.004672992346561558,-0.0039056146303418442,-3.6601449770977114e-4,-0.003005108482864993,-0.0096469012643002,0.013805199411732609,0.03335689602883354,-0.013371326097064063,-0.0275934460670258,0.005128368280300074
PEX16,-0.0013681882895550898,-0.005933274406928014,0.00905725965820703,7.247204514280452e-4,-0.014722703572613937,0.01794069897832215,0.0061341460740698866,0.006156555871568284,-2.2501155411967775e-4,-0.004770836899444788
WTAP,-0.00812048307243835,-0.022845028324427367,0.0021734517199200622,-8.064362264675173e-4,-0.02601334792958528,0.015442443644480528,-0.011535138599425895,0.032530726074611244,0.007907601270484609,-0.0014251344358968236
CRELD2,-0.0012630145881743708,-0.024988456981880656,0.014742909401575858,0.01388963172675917,-0.009302026578625456,0.03108643172474029,-0.015370403921702934,0.008631445248411203,-0.02536016219125066,0.012409385926327692
